timestamp,City,Country,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,roll_mean_3d,roll_mean_7d,roll_std_7d,lag_1,lag_2,lag_3,lag_7,day,month,dayofweek,year,zscore,anom_z,anom_iso,anom_lstm,anom_votes,anom_any
2023-01-01,Bangkok,Thailand,146.15,17.85,8.16,26.3,6.47,32.08,-2.45,40.91,18.89,146.15,146.15,66.27004753280323,146.15,146.15,146.15,146.15,1,1,6,2023,0.0,False,True,False,1,True
2023-01-01,Rio de Janeiro,Brazil,52.43,76.8,46.99,13.02,8.41,184.43,20.31,63.21,0.71,99.29,99.29,66.27004753280323,146.15,146.15,146.15,146.15,1,1,6,2023,-0.7071067811758776,False,False,False,0,False
2023-01-01,Cairo,Egypt,115.16,73.6,53.68,23.44,6.33,156.81,4.12,37.98,11.75,104.58,104.58,47.74737584412362,52.43,146.15,146.15,146.15,1,1,6,2023,0.22158285796308363,False,False,False,0,False
2023-01-01,Istanbul,Turkey,86.32,177.3,80.24,30.32,8.76,86.34,23.66,96.27,0.87,84.63666666666667,100.015,40.040373374882506,115.16,52.43,146.15,146.15,1,1,6,2023,-0.3420297775806684,False,False,False,0,False
2023-01-01,Rio de Janeiro,Brazil,10.24,118.73,51.87,39.72,4.61,136.18,9.69,27.61,3.52,70.57333333333334,82.06,53.05029453264139,86.32,115.16,52.43,146.15,1,1,6,2023,-1.35380963727649,False,False,False,0,False
2023-01-01,Mumbai,India,79.13,166.14,63.65,31.16,3.8,187.99,36.19,40.59,4.76,58.56333333333333,81.57166666666667,47.46470074346479,10.24,86.32,115.16,146.15,1,1,6,2023,-0.05144173729887928,False,False,False,0,False
2023-01-01,Paris,France,81.82,12.01,55.04,27.4,3.02,66.3,4.92,27.05,14.99,57.06333333333333,81.60714285714286,43.32924713334929,79.13,10.24,86.32,146.15,1,1,6,2023,0.00491255115043043,False,False,False,0,False
2023-01-01,Madrid,Spain,20.25,83.29,38.3,4.95,7.42,64.67,-0.77,45.42,11.51,60.4,63.621428571428574,37.85731784326136,81.82,79.13,10.24,146.15,1,1,6,2023,-1.1456550817955817,False,False,False,0,False
2023-01-01,Johannesburg,South Africa,71.11,144.34,95.24,20.43,1.25,144.74,22.97,66.71,15.2,57.72666666666667,66.28999999999999,37.5944162520624,20.25,81.82,79.13,52.43,1,1,6,2023,0.12821052912631342,False,False,False,0,False
2023-01-01,Toronto,Canada,148.78,97.99,73.02,43.47,9.38,177.6,-5.05,98.38,10.18,80.04666666666667,71.09285714285714,46.07040254302312,71.11,20.25,81.82,115.16,1,1,6,2023,1.686270111985846,False,False,False,0,False
2023-01-01,Istanbul,Turkey,120.87,89.03,23.97,11.18,7.24,194.45,13.89,58.0,3.97,113.58666666666666,76.02857142857144,49.68276207719381,148.78,71.11,20.25,86.32,1,1,6,2023,0.9025550652931563,False,False,False,0,False
2023-01-01,Mumbai,India,142.91,161.64,89.73,30.9,1.41,113.05,23.94,96.6,12.03,137.51999999999998,94.98142857142857,45.53528830426332,120.87,148.78,71.11,10.24,1,1,6,2023,1.052558866153736,False,False,False,0,False
2023-01-01,Bangkok,Thailand,104.65,129.93,87.44,46.85,7.19,134.22,22.43,28.17,15.7,122.81,98.62714285714286,45.07392029185157,142.91,120.87,148.78,79.13,1,1,6,2023,0.13362177293933616,False,False,False,0,False
2023-01-01,Madrid,Spain,90.72,148.22,42.08,4.61,1.1,107.96,22.02,53.61,4.28,112.76,99.89857142857144,44.644292068367626,104.65,142.91,120.87,81.82,1,1,6,2023,-0.20559339174445682,False,False,False,0,False
2023-01-01,Bangkok,Thailand,130.5,135.42,10.63,9.58,4.81,42.17,-2.48,76.42,6.94,108.62333333333332,115.64857142857144,28.32781873504756,90.72,104.65,142.91,20.25,1,1,6,2023,0.5242701074096432,False,False,False,0,False
2023-01-01,London,UK,120.52,15.82,82.56,33.38,5.24,43.41,-5.76,12.04,11.51,113.91333333333334,122.70714285714288,20.43719787893766,130.5,90.72,104.65,71.11,1,1,6,2023,-0.10701774626794117,False,True,False,1,True
2023-01-01,Mexico City,Mexico,45.9,181.16,45.46,39.68,8.44,61.72,32.15,26.16,2.08,98.97333333333334,108.01,32.180676396454615,120.52,130.5,90.72,148.78,1,1,6,2023,-1.930040227647692,False,False,False,0,False
2023-01-01,Moscow,Russia,80.69,117.57,93.16,17.31,1.18,44.7,9.55,89.1,1.05,82.36999999999999,102.27,33.07553274955166,45.9,120.52,130.5,120.87,1,1,6,2023,-0.6524460289952574,False,False,False,0,False
2023-01-01,Cairo,Egypt,48.66,122.2,19.79,44.91,1.43,54.58,0.2,99.54,19.8,58.41666666666666,88.80571428571429,32.95794990445797,80.69,45.9,120.52,142.91,1,1,6,2023,-1.2180889406311648,False,False,False,0,False
2023-01-02,Beijing,China,78.25,60.7,29.61,40.18,6.21,31.13,16.71,45.8,17.84,69.19999999999999,85.03428571428572,32.34752636454233,48.66,80.69,45.9,104.65,2,1,0,2023,-0.20973120595436207,False,False,False,0,False
2023-01-02,Beijing,China,87.81,10.42,55.72,43.98,3.24,35.99,-4.04,77.73,6.78,71.57333333333332,84.61857142857141,32.280908407587404,78.25,48.66,80.69,90.72,2,1,0,2023,0.09886427392419976,False,False,False,0,False
2023-01-02,Istanbul,Turkey,39.15,187.97,54.49,36.0,4.63,185.84,22.26,69.92,15.97,68.40333333333332,71.56857142857142,28.93242208352159,87.81,78.25,48.66,130.5,2,1,0,2023,-1.120492827522894,False,False,False,0,False
2023-01-02,Rio de Janeiro,Brazil,87.74,152.86,6.42,46.4,8.3,37.71,7.21,64.05,5.08,71.56666666666666,66.88571428571427,21.34743923529851,39.15,87.81,78.25,120.52,2,1,0,2023,0.976898703560929,False,False,False,0,False
2023-01-02,Johannesburg,South Africa,6.35,162.78,67.03,5.51,5.92,153.63,14.0,44.76,8.51,44.41333333333333,61.23571428571428,30.916538107806137,87.74,39.15,87.81,45.9,2,1,0,2023,-1.7752865502777901,False,False,False,0,False
2023-01-02,Cairo,Egypt,146.49,141.55,29.17,6.43,6.53,10.69,-2.28,79.11,13.6,80.19333333333333,70.63571428571429,44.73309358746343,6.35,87.74,39.15,80.69,2,1,0,2023,1.6957084706041523,False,False,False,0,False
2023-01-02,Bangkok,Thailand,87.48,190.14,71.01,21.82,5.2,47.61,5.77,59.02,14.52,80.10666666666667,76.18142857142857,43.95416416699387,146.49,6.35,87.74,48.66,2,1,0,2023,0.25705349293841706,False,False,False,0,False
2023-01-02,Los Angeles,USA,8.21,30.7,89.27,6.54,8.84,125.11,4.97,13.73,15.16,80.72666666666667,66.17571428571428,50.837727413520646,87.48,146.49,6.35,78.25,2,1,0,2023,-1.140210572614182,False,False,False,0,False
2023-01-02,Sydney,Australia,144.83,107.33,51.3,3.32,4.65,10.79,-8.16,91.47,13.68,80.17333333333333,74.32142857142857,58.82294462440413,8.21,87.48,146.49,87.81,2,1,0,2023,1.1986576305824819,False,False,False,0,False
2023-01-02,New York,USA,83.28,84.29,27.92,18.82,3.83,189.84,11.45,38.46,11.7,78.77333333333334,80.62571428571428,56.75363625858196,144.83,8.21,87.48,39.15,2,1,0,2023,0.04676855773866975,False,False,False,0,False
2023-01-02,Mexico City,Mexico,18.64,131.72,8.31,15.23,4.52,78.8,13.57,53.97,19.28,82.25,70.75428571428571,61.14920464381715,83.28,144.83,8.21,87.74,2,1,0,2023,-0.85224797308468,False,False,False,0,False
2023-01-02,Sydney,Australia,73.09,52.77,10.63,8.07,0.38,97.42,-9.19,10.67,1.96,58.336666666666666,80.28857142857143,54.24723754213094,18.64,83.28,144.83,6.35,2,1,0,2023,-0.13269931805924645,False,False,False,0,False
2023-01-02,Bangkok,Thailand,122.48,140.38,99.6,33.16,1.91,163.06,38.72,68.47,7.16,71.40333333333334,76.85857142857142,49.95282755713015,73.09,18.64,83.28,146.49,2,1,0,2023,0.9132902140191942,False,False,False,0,False
2023-01-02,Moscow,Russia,6.56,122.38,20.5,33.15,4.7,24.24,6.35,42.63,12.49,67.37666666666667,65.29857142857142,56.07338805190077,122.48,73.09,18.64,87.48,2,1,0,2023,-1.0475302718137214,False,False,False,0,False
2023-01-02,Madrid,Spain,108.35,156.82,64.03,7.92,9.99,86.71,19.67,57.62,8.84,79.13000000000001,79.60428571428572,51.68348442108718,6.56,122.48,73.09,8.21,2,1,0,2023,0.5561876217740005,False,False,False,0,False
2023-01-02,Madrid,Spain,70.97,124.75,12.55,12.14,3.42,37.96,-7.36,78.99,17.31,61.96,69.05285714285715,42.94943527540485,108.35,6.56,122.48,144.83,2,1,0,2023,0.044637207562914595,False,False,False,0,False
2023-01-02,Beijing,China,46.74,110.97,74.84,30.49,7.37,34.36,9.49,55.72,4.38,75.35333333333334,63.83285714285714,43.15212845823704,70.97,108.35,6.56,83.28,2,1,0,2023,-0.3961069303685364,False,False,False,0,False
2023-01-02,Los Angeles,USA,133.62,164.64,22.24,29.69,5.72,44.6,-4.39,52.29,6.46,83.77666666666667,80.25857142857144,44.929313901049575,46.74,70.97,108.35,18.64,2,1,0,2023,1.1876751264833878,False,False,False,0,False
2023-01-02,Seoul,South Korea,28.48,61.7,84.76,10.15,4.49,90.05,15.08,59.02,12.77,69.61333333333333,73.88571428571429,49.08699483472951,133.62,46.74,70.97,73.09,2,1,0,2023,-0.9250049720433142,False,False,False,0,False
2023-01-02,Johannesburg,South Africa,60.02,12.33,64.76,3.13,6.22,166.34,38.34,53.16,12.91,74.04,64.96285714285715,44.216758027654976,28.48,133.62,46.74,122.48,2,1,0,2023,-0.11178696411107053,False,False,False,0,False
2023-01-02,Los Angeles,USA,40.15,106.36,38.53,16.74,7.86,85.76,31.47,75.74,9.69,42.88333333333333,69.76142857142858,38.24118697101831,60.02,28.48,133.62,6.56,2,1,0,2023,-0.7743334063635562,False,False,False,0,False
2023-01-02,Mumbai,India,55.02,127.64,68.08,16.35,8.98,190.86,25.35,73.83,19.22,51.73,62.142857142857146,34.39056009735119,40.15,60.02,28.48,108.35,2,1,0,2023,-0.20711663673074748,False,False,False,0,False
2023-01-02,Cairo,Egypt,107.02,44.8,21.57,9.79,3.23,47.11,23.34,34.42,1.55,67.39666666666666,67.29285714285713,38.3984499315123,55.02,40.15,60.02,70.97,2,1,0,2023,1.0346027750329982,False,False,False,0,False
2023-01-02,Madrid,Spain,92.52,22.58,7.64,6.74,5.53,140.81,24.6,41.72,17.75,84.85333333333334,73.83285714285715,38.21263609256573,107.02,55.02,40.15,46.74,2,1,0,2023,0.48903045608751927,False,False,False,0,False
2023-01-02,Sydney,Australia,6.31,51.79,39.53,49.26,5.06,145.46,38.81,64.07,10.74,68.61666666666666,55.64571428571429,35.19152826895647,92.52,107.02,55.02,133.62,2,1,0,2023,-1.4019201981583997,False,False,False,0,False
2023-01-02,Toronto,Canada,148.08,160.02,70.55,33.51,7.79,11.91,26.61,69.63,19.68,82.30333333333333,72.73142857142857,46.8923086900796,6.31,92.52,107.02,28.48,2,1,0,2023,1.6068428604135914,False,False,False,0,False
2023-01-02,Tokyo,Japan,69.71,152.53,18.41,37.49,5.28,31.45,2.72,47.11,8.31,74.69999999999999,74.11571428571429,46.59661391744499,148.08,6.31,92.52,60.02,2,1,0,2023,-0.0945500952799989,False,False,False,0,False
2023-01-02,Mexico City,Mexico,76.64,76.61,68.6,25.66,4.47,27.13,30.52,15.4,5.21,98.14333333333332,79.32857142857142,44.13983779934381,69.71,148.08,6.31,40.15,2,1,0,2023,-0.060910315092967564,False,False,False,0,False
2023-01-02,Istanbul,Turkey,132.29,189.8,53.56,28.83,4.59,176.44,15.92,73.57,16.56,92.88,90.36714285714284,46.63869556290702,76.64,69.71,148.08,55.02,2,1,0,2023,0.8988857135897388,False,False,False,0,False
2023-01-02,London,UK,82.22,156.35,42.7,8.39,3.77,116.19,-4.56,50.17,9.79,97.05,86.82428571428571,46.10170454446085,132.29,76.64,69.71,107.02,2,1,0,2023,-0.09987235308719285,False,False,False,0,False
2023-01-02,Cairo,Egypt,107.46,164.4,44.53,31.09,6.61,132.94,17.45,30.31,4.66,107.32333333333332,88.95857142857143,46.750594088407546,82.22,132.29,76.64,92.52,2,1,0,2023,0.39574745373386605,False,False,False,0,False
2023-01-02,Istanbul,Turkey,16.57,134.14,67.97,19.27,9.56,86.89,-9.09,64.22,19.48,68.75,90.4242857142857,43.794955895682335,107.46,82.22,132.29,6.31,2,1,0,2023,-1.686365112195044,False,False,False,0,False
2023-01-03,Seoul,South Korea,25.0,42.08,56.75,8.58,9.65,55.76,4.72,72.7,9.9,49.67666666666667,72.84142857142857,41.43277021415594,16.57,107.46,82.22,148.08,3,1,1,2023,-1.154676077003617,False,False,False,0,False
2023-01-03,Berlin,Germany,129.68,87.53,86.34,41.43,5.17,28.51,-1.88,84.13,4.54,57.083333333333336,81.40857142857143,46.56016266744616,25.0,16.57,107.46,69.71,3,1,1,2023,1.0367538643532734,False,False,False,0,False
2023-01-03,New York,USA,18.67,128.8,87.54,45.25,2.41,193.27,7.39,91.72,17.29,57.78333333333334,73.12714285714286,52.3456574812358,129.68,25.0,16.57,76.64,3,1,1,2023,-1.0403373551210742,False,False,False,0,False
2023-01-03,Bangkok,Thailand,63.42,48.95,19.46,16.75,6.83,132.83,19.62,68.51,8.99,70.59,63.28857142857142,45.381364908433305,18.67,129.68,25.0,132.29,3,1,1,2023,0.0028960911971437657,False,False,False,0,False
2023-01-03,Los Angeles,USA,111.12,154.11,36.36,34.95,0.16,179.17,3.81,56.05,18.9,64.40333333333334,67.41714285714285,48.59173548189916,63.42,18.67,129.68,82.22,3,1,1,2023,0.8993886863381833,False,False,False,0,False
2023-01-03,Cairo,Egypt,70.62,38.37,85.72,9.34,6.85,160.01,5.71,93.83,18.29,81.72000000000001,62.15428571428572,45.42371768769515,111.12,63.42,18.67,107.46,3,1,1,2023,0.18637211387524086,False,False,False,0,False
2023-01-03,Bangkok,Thailand,46.66,12.14,49.4,2.97,3.01,169.44,-6.93,24.56,1.99,76.13333333333334,66.45285714285714,41.65870565851581,70.62,111.12,63.42,16.57,3,1,1,2023,-0.47511934971354536,False,False,False,0,False
2023-01-03,London,UK,58.54,153.85,29.34,1.03,9.06,35.25,22.84,28.49,16.38,58.60666666666666,71.24428571428572,37.851146991490616,46.66,70.62,111.12,25.0,3,1,1,2023,-0.3356380644635725,False,False,False,0,False
2023-01-03,Madrid,Spain,124.85,132.29,63.13,13.05,0.83,32.93,11.01,51.35,9.2,76.68333333333332,70.55428571428571,36.63277942733023,58.54,46.66,70.62,129.68,3,1,1,2023,1.4821620180893045,False,False,False,0,False
2023-01-03,Tokyo,Japan,62.77,130.07,69.29,24.78,0.55,32.57,31.35,87.15,16.16,82.05333333333333,76.85428571428572,29.2761255730916,124.85,58.54,46.66,18.67,3,1,1,2023,-0.48108434562631625,False,False,False,0,False
2023-01-03,Paris,France,10.27,33.28,23.85,26.85,4.8,122.79,-0.69,96.01,6.48,65.96333333333332,69.26142857142858,38.71256446709579,62.77,124.85,58.54,63.42,3,1,1,2023,-1.5238315875468607,False,False,False,0,False
2023-01-03,Rio de Janeiro,Brazil,94.22,50.77,21.44,40.21,5.6,101.15,17.53,43.54,10.03,55.75333333333333,66.84714285714286,36.106243095567145,10.27,62.77,124.85,111.12,3,1,1,2023,0.7581197819348771,False,False,False,0,False
2023-01-03,Sydney,Australia,107.98,147.64,47.76,45.32,1.27,171.77,18.25,81.92,2.55,70.82333333333334,72.1842857142857,39.370561276645454,94.22,10.27,62.77,70.62,3,1,1,2023,0.9091999992908166,False,False,False,0,False
2023-01-03,Rio de Janeiro,Brazil,124.8,140.2,40.22,1.07,2.93,84.73,14.63,68.31,7.55,109.0,83.34714285714286,41.92235907575084,107.98,94.22,10.27,46.66,3,1,1,2023,0.9888006795363272,False,False,False,0,False
2023-01-03,Seoul,South Korea,25.37,40.66,40.16,14.08,5.29,59.5,-0.64,17.92,14.71,86.05,78.60857142857142,46.78618294203656,124.8,107.98,94.22,58.54,3,1,1,2023,-1.137912265537687,False,False,False,0,False
2023-01-03,Istanbul,Turkey,110.03,61.43,6.22,43.0,7.13,144.42,29.1,98.96,14.64,86.73333333333333,76.49142857142859,44.63059840833096,25.37,124.8,107.98,124.85,3,1,1,2023,0.7514703504750562,False,False,False,0,False
2023-01-03,New York,USA,95.32,185.59,28.3,46.29,1.56,23.98,27.01,32.09,19.68,76.90666666666665,81.14142857142858,44.65837339498286,110.03,25.37,124.8,62.77,3,1,1,2023,0.31748965200436113,False,False,False,0,False
2023-01-03,Rio de Janeiro,Brazil,29.38,73.18,55.54,31.01,8.39,130.77,7.9,11.09,6.93,78.24333333333334,83.87142857142858,39.9385730126367,95.32,110.03,25.37,10.27,3,1,1,2023,-1.3643809595506313,False,False,False,0,False
2023-01-03,New York,USA,63.25,66.3,44.14,26.72,1.74,188.28,17.64,18.38,11.28,62.65,79.44714285714285,40.31473664153332,29.38,95.32,110.03,94.22,3,1,1,2023,-0.40176729915815335,False,False,False,0,False
2023-01-03,Dubai,UAE,121.81,100.49,88.92,36.87,0.3,167.55,25.25,95.02,13.99,71.48,81.42285714285715,42.23906474433577,63.25,29.38,95.32,107.98,3,1,1,2023,0.9561561815026357,False,False,False,0,False
2023-01-03,Cairo,Egypt,67.46,154.57,44.51,37.29,7.93,65.55,-3.64,56.55,4.12,84.17333333333333,73.23142857142857,37.74590460282696,121.81,63.25,29.38,124.8,3,1,1,2023,-0.15290211301078271,False,False,False,0,False
2023-01-03,Bangkok,Thailand,10.35,109.44,72.19,15.96,2.05,50.8,2.82,94.42,2.11,66.54,71.08571428571427,41.18990364039179,67.46,121.81,63.25,25.37,3,1,1,2023,-1.4745291665281022,False,False,False,0,False
2023-01-03,Sydney,Australia,8.51,110.19,76.14,27.83,8.04,39.64,4.95,76.03,5.65,28.77333333333333,56.58285714285714,43.023988546811765,10.35,67.46,121.81,110.03,3,1,1,2023,-1.1173500822554996,False,False,False,0,False
2023-01-03,Beijing,China,134.74,28.02,82.44,42.1,2.16,16.92,-2.59,75.92,2.71,51.20000000000001,62.21428571428572,50.813979984889606,8.51,10.35,67.46,95.32,3,1,1,2023,1.4272787588347489,False,False,False,0,False
